-1.547578334808349609e+00 -1.056232690811157227e+00 -9.012454748153686523e-01 1.221082925796508789e+00 4.997525513172149658e-01 6.997992992401123047e-01 -1.035117149353027344e+00 1.557979345321655273e+00 1.876893281936645508e+00 9.866926670074462891e-01 1.855701565742492676e+00 1.245021820068359375e-03 1.195717096328735352e+00 -4.876720309257507324e-01 5.373498797416687012e-02 -4.297922849655151367e-01 -2.727249860763549805e-01 1.451024293899536133e+00 6.817766427993774414e-01 1.341822028160095215e+00 7.656334638595581055e-01 -1.298308968544006348e-01 1.021490335464477539e+00 -1.190638303756713867e+00 -4.033316671848297119e-01 7.876881957054138184e-02 -1.809519052505493164e+00 -6.693708896636962891e-01 1.412176012992858887e+00 -8.462280035018920898e-01 8.722068071365356445e-01 1.887015104293823242e+00 -3.433405160903930664e-01 -3.492052555084228516e-01 -2.575121223926544189e-01 -7.778016328811645508e-01 -7.929348945617675781e-01 1.710340619087219238e+00 6.482503414154052734e-01 1.715956211090087891e+00 1.074711203575134277e+00 -1.827346086502075195e-01 -6.105609536170959473e-01 -9.945156574249267578e-01 9.918931722640991211e-01 8.656063079833984375e-01 -7.338134050369262695e-01 -1.791270494461059570e+00 4.556899368762969971e-01 -1.731131374835968018e-01
-1.255670309066772461e+00 -1.088484644889831543e+00 -3.266549110412597656e-01 1.342796802520751953e+00 7.018944025039672852e-01 1.100786209106445312e+00 -1.040874004364013672e+00 1.222701072692871094e+00 1.606457829475402832e+00 9.858087301254272461e-01 2.126887321472167969e+00 -2.981599867343902588e-01 5.227845907211303711e-01 -1.208592653274536133e-01 -9.936103820800781250e-01 -4.223045110702514648e-01 -3.647981286048889160e-01 1.328508615493774414e+00 1.076460361480712891e+00 1.400332331657409668e+00 1.166862487792968750e+00 -4.364340305328369141e-01 1.196950316429138184e+00 -1.447084069252014160e+00 -2.411292046308517456e-01 -5.188712477684020996e-02 -1.398029685020446777e+00 -4.667818546295166016e-01 9.189717173576354980e-01 -7.831638455390930176e-01 9.246060252189636230e-01 2.422416925430297852e+00 -5.155952572822570801e-01 -1.124732494354248047e+00 -8.919085264205932617e-01 -8.904719352722167969e-01 -5.793050527572631836e-01 1.526274681091308594e+00 5.928900837898254395e-01 1.708045005798339844e+00 1.073513507843017578e+00 3.463381528854370117e-02 -6.196508407592773438e-01 -3.138646483421325684e-01 8.152290582656860352e-01 5.245741605758666992e-01 -9.729459285736083984e-01 -1.790325284004211426e+00 8.354130983352661133e-01 -4.412394762039184570e-01
-1.360949516296386719e+00 -1.184549331665039062e+00 -4.239177405834197998e-01 1.417699694633483887e+00 7.546925544738769531e-01 1.082310914993286133e+00 -8.572674393653869629e-01 1.622979164123535156e+00 1.601724743843078613e+00 8.678590059280395508e-01 2.221183061599731445e+00 -3.379785716533660889e-01 4.905452430248260498e-01 -1.667370945215225220e-01 -7.964488267898559570e-01 -4.490867555141448975e-01 -2.644396424293518066e-01 1.565987586975097656e+00 1.121727347373962402e+00 1.263202667236328125e+00 1.041237831115722656e+00 -3.555963337421417236e-01 1.111984252929687500e+00 -1.376836657524108887e+00 -2.226775884628295898e-01 7.167919725179672241e-02 -1.359987497329711914e+00 -4.725026488304138184e-01 8.708606362342834473e-01 -7.704240083694458008e-01 9.601030349731445312e-01 2.148005485534667969e+00 -4.916836619377136230e-01 -8.663632869720458984e-01 -8.933877348899841309e-01 -7.629907131195068359e-01 -7.133433818817138672e-01 1.695998787879943848e+00 4.848265945911407471e-01 1.661892175674438477e+00 1.115764737129211426e+00 -7.110357284545898438e-02 -7.226710319519042969e-01 -6.783865690231323242e-01 9.888293743133544922e-01 4.593217670917510986e-01 -7.866908907890319824e-01 -1.905423641204833984e+00 8.417625427246093750e-01 -4.031566977500915527e-01
-1.342807888984680176e+00 -1.161514878273010254e+00 -5.113343596458435059e-01 1.452872872352600098e+00 5.863210558891296387e-01 9.975873231887817383e-01 -1.104945540428161621e+00 1.701398968696594238e+00 1.746925830841064453e+00 8.752907514572143555e-01 2.029161930084228516e+00 -4.334777593612670898e-03 5.203394889831542969e-01 -1.507457643747329712e-01 -6.900337934494018555e-01 -2.830382585525512695e-01 -2.019960284233093262e-01 1.582312107086181641e+00 9.185405373573303223e-01 1.462060451507568359e+00 9.522601366043090820e-01 -2.703809738159179688e-01 1.099480748176574707e+00 -1.342299699783325195e+00 -1.265605986118316650e-01 5.582004040479660034e-02 -1.476635098457336426e+00 -4.846326410770416260e-01 1.020673155784606934e+00 -7.750318050384521484e-01 1.008707404136657715e+00 1.994000673294067383e+00 -5.534076690673828125e-01 -7.051898241043090820e-01 -6.016564369201660156e-01 -8.486040234565734863e-01 -5.804621577262878418e-01 1.564093112945556641e+00 6.444810628890991211e-01 1.355521321296691895e+00 1.110802292823791504e+00 -1.674162447452545166e-01 -8.537335395812988281e-01 -7.461122870445251465e-01 1.185005545616149902e+00 5.151975154876708984e-01 -6.726682186126708984e-01 -1.772997260093688965e+00 7.421071529388427734e-01 -3.956359326839447021e-01
-1.327719569206237793e+00 -1.128655910491943359e+00 -4.781263470649719238e-01 1.441565513610839844e+00 5.810727477073669434e-01 9.524698853492736816e-01 -1.112862348556518555e+00 1.692739725112915039e+00 1.712335824966430664e+00 8.544305562973022461e-01 2.021798849105834961e+00 -1.914325729012489319e-02 5.666232109069824219e-01 -1.675393879413604736e-01 -7.288534045219421387e-01 -2.949801385402679443e-01 -1.871431767940521240e-01 1.625061392784118652e+00 8.409548401832580566e-01 1.480981469154357910e+00 9.396798610687255859e-01 -2.782258689403533936e-01 1.058056831359863281e+00 -1.340519547462463379e+00 -1.596934944391250610e-01 6.620926409959793091e-02 -1.443997502326965332e+00 -4.770178496837615967e-01 1.001349210739135742e+00 -7.499945163726806641e-01 9.840105175971984863e-01 1.968457460403442383e+00 -4.890967607498168945e-01 -6.914797425270080566e-01 -5.845930576324462891e-01 -8.634958863258361816e-01 -5.691050887107849121e-01 1.596569061279296875e+00 6.479181647300720215e-01 1.350802540779113770e+00 1.092496275901794434e+00 -1.672385036945343018e-01 -8.682212233543395996e-01 -7.594565153121948242e-01 1.189377546310424805e+00 5.624771714210510254e-01 -7.325788140296936035e-01 -1.787569761276245117e+00 8.027024269104003906e-01 -3.684517741203308105e-01
-1.293872594833374023e+00 -1.176075458526611328e+00 -5.521624088287353516e-01 1.322563529014587402e+00 6.154369711875915527e-01 9.580494761466979980e-01 -1.162841796875000000e+00 1.643631458282470703e+00 1.647967815399169922e+00 9.798741340637207031e-01 2.064958810806274414e+00 -5.117128789424896240e-02 6.208473443984985352e-01 -2.152833044528961182e-01 -6.303187012672424316e-01 -3.506835401058197021e-01 -2.971711158752441406e-01 1.578374028205871582e+00 7.670991420745849609e-01 1.396262049674987793e+00 1.032270669937133789e+00 -3.746138215065002441e-01 1.166336059570312500e+00 -1.197663903236389160e+00 -6.150166690349578857e-02 4.406590014696121216e-02 -1.492697477340698242e+00 -5.031882524490356445e-01 1.035230994224548340e+00 -6.900758743286132812e-01 9.936149716377258301e-01 1.964071154594421387e+00 -5.042298436164855957e-01 -6.895710229873657227e-01 -6.034195423126220703e-01 -8.061653375625610352e-01 -5.665327906608581543e-01 1.646164178848266602e+00 6.591019630432128906e-01 1.341453552246093750e+00 1.006975054740905762e+00 -1.428260505199432373e-01 -8.451206088066101074e-01 -7.073724865913391113e-01 1.227109551429748535e+00 6.014183163642883301e-01 -6.264976263046264648e-01 -1.680765032768249512e+00 7.867797613143920898e-01 -3.615318238735198975e-01
-1.314851164817810059e+00 -1.181058526039123535e+00 -5.893849134445190430e-01 1.319366335868835449e+00 6.379235386848449707e-01 9.176408648490905762e-01 -1.127033829689025879e+00 1.671789765357971191e+00 1.658682703971862793e+00 1.019729733467102051e+00 2.071361303329467773e+00 -1.279379799962043762e-02 5.923470854759216309e-01 -2.011596709489822388e-01 -6.447185873985290527e-01 -3.629829585552215576e-01 -3.248072266578674316e-01 1.641886234283447266e+00 7.963716387748718262e-01 1.415198683738708496e+00 1.038636326789855957e+00 -3.706888854503631592e-01 1.156481862068176270e+00 -1.160815119743347168e+00 -1.066983044147491455e-01 5.327008664608001709e-02 -1.506917476654052734e+00 -4.960748553276062012e-01 9.699864387512207031e-01 -7.333639860153198242e-01 9.340653419494628906e-01 2.024087667465209961e+00 -4.914402365684509277e-01 -6.604855060577392578e-01 -6.084424257278442383e-01 -7.783762812614440918e-01 -5.921011567115783691e-01 1.644027352333068848e+00 6.480454802513122559e-01 1.355011224746704102e+00 1.031937599182128906e+00 -1.780264973640441895e-01 -8.782915472984313965e-01 -6.704686880111694336e-01 1.217637419700622559e+00 6.248253583908081055e-01 -6.317837238311767578e-01 -1.635342836380004883e+00 7.332524061203002930e-01 -3.722545504570007324e-01
-1.274880766868591309e+00 -1.237709045410156250e+00 -6.626930236816406250e-01 1.264512777328491211e+00 6.244904398918151855e-01 9.045372605323791504e-01 -9.847864508628845215e-01 1.663947105407714844e+00 1.662886023521423340e+00 9.258688092231750488e-01 2.040865182876586914e+00 -7.799549400806427002e-02 6.232321262359619141e-01 -1.856953352689743042e-01 -7.286002039909362793e-01 -4.783155024051666260e-01 -1.774960607290267944e-01 1.632493019104003906e+00 7.492991685867309570e-01 1.386950016021728516e+00 1.014336228370666504e+00 -3.415366113185882568e-01 1.125754356384277344e+00 -1.263712763786315918e+00 -1.338771581649780273e-01 9.009770303964614868e-02 -1.557521224021911621e+00 -5.783387422561645508e-01 1.097066879272460938e+00 -7.277165651321411133e-01 8.906486034393310547e-01 2.031871557235717773e+00 -4.721214175224304199e-01 -6.373918652534484863e-01 -5.507603287696838379e-01 -9.498755335807800293e-01 -6.598776578903198242e-01 1.587282896041870117e+00 6.793658733367919922e-01 1.421865582466125488e+00 1.036830067634582520e+00 -1.794265657663345337e-01 -8.392850756645202637e-01 -6.554931998252868652e-01 1.187987804412841797e+00 6.684483289718627930e-01 -7.435291409492492676e-01 -1.648413538932800293e+00 7.485061883926391602e-01 -4.069004952907562256e-01
-1.253789067268371582e+00 -1.205944538116455078e+00 -6.669499278068542480e-01 1.261555910110473633e+00 6.297602653503417969e-01 8.769372701644897461e-01 -1.005318403244018555e+00 1.674299716949462891e+00 1.658258557319641113e+00 9.255954027175903320e-01 2.023224115371704102e+00 -6.647362560033798218e-02 6.429492831230163574e-01 -1.887211948633193970e-01 -7.141420841217041016e-01 -4.966454803943634033e-01 -1.860575079917907715e-01 1.623824238777160645e+00 7.479593753814697266e-01 1.378192543983459473e+00 1.011879801750183105e+00 -3.164851665496826172e-01 1.095962405204772949e+00 -1.277880430221557617e+00 -1.589069068431854248e-01 9.601560235023498535e-02 -1.541720628738403320e+00 -5.709252953529357910e-01 1.100564837455749512e+00 -7.183881402015686035e-01 8.863759040832519531e-01 2.018451690673828125e+00 -4.461535513401031494e-01 -6.357156038284301758e-01 -5.530973076820373535e-01 -9.484860301017761230e-01 -6.937551498413085938e-01 1.589797019958496094e+00 6.545920968055725098e-01 1.406825065612792969e+00 1.038770675659179688e+00 -1.927613765001296997e-01 -8.338898420333862305e-01 -6.894932985305786133e-01 1.174917936325073242e+00 6.748205423355102539e-01 -7.223993539810180664e-01 -1.649494171142578125e+00 7.214998602867126465e-01 -4.390653371810913086e-01
-1.277920722961425781e+00 -1.195711851119995117e+00 -6.393663287162780762e-01 1.280635595321655273e+00 6.332526803016662598e-01 8.949508666992187500e-01 -1.019533395767211914e+00 1.667578577995300293e+00 1.695772409439086914e+00 9.174675941467285156e-01 2.018635988235473633e+00 -6.049046292901039124e-02 6.375347375869750977e-01 -2.317062318325042725e-01 -6.844845414161682129e-01 -5.077776908874511719e-01 -1.788333952426910400e-01 1.633876800537109375e+00 7.743067145347595215e-01 1.385370135307312012e+00 9.666484594345092773e-01 -3.313077092170715332e-01 1.117857456207275391e+00 -1.257420182228088379e+00 -1.440833956003189087e-01 1.326595842838287354e-01 -1.560723543167114258e+00 -5.420529246330261230e-01 1.105671763420104980e+00 -7.512308955192565918e-01 8.414646387100219727e-01 1.977852582931518555e+00 -4.736588895320892334e-01 -6.435714364051818848e-01 -5.733452439308166504e-01 -9.265874624252319336e-01 -6.371067166328430176e-01 1.587782740592956543e+00 6.405886411666870117e-01 1.402335166931152344e+00 1.001013755798339844e+00 -2.032254487276077271e-01 -8.363162875175476074e-01 -6.380485296249389648e-01 1.169421911239624023e+00 6.557992696762084961e-01 -7.027658224105834961e-01 -1.659532785415649414e+00 7.277175188064575195e-01 -4.600096344947814941e-01
